number_of_reviews,calculated_host_listings_count,availability_365,room_type,price
0.8660254037844387,0.2886751345948129,0.0,0.2886751345948129,100
0.0,0.17677669529663687,0.8838834764831843,0.17677669529663687,165
0.04195214416660963,0.010488036041652408,0.9963634239569787,0.0,55
0.0,0.0027546327979374044,0.9999317056512778,0.0,149
0.7947194142390263,0.5298129428260175,0.0,0.0,102
0.14492215539595293,0.011147858107380995,0.9893724070300632,0.0,85
0.08350360687702459,0.005566907125134972,0.99647637539916,0.0,89
0.33135137047099955,0.01274428347965383,0.9430769774943834,0.0,45
0.5669467095138409,0.1889822365046136,0.0,0.1889822365046136,299
0.03320445500854597,0.03320445500854597,0.0,0.03320445500854597,130
0.44607451841046375,0.005069028618300725,0.8921490368209275,0.0,93
0.8340576562282991,0.20851441405707477,0.0,0.20851441405707477,210
0.0,0.2886751345948129,0.0,0.2886751345948129,200
0.3432592736653925,0.010095860990158603,0.9389150720847501,0.0,70
0.25660560061597815,0.015094447095057539,0.9660446140836825,0.015094447095057539,90
0.07549838663181585,0.03321929011799898,0.9965787035399692,0.0030199354652726343,140
0.8164965809277261,0.4082482904638631,0.0,0.0,60
0.11901820211413958,0.005805765956787296,0.9927859786106277,0.002902882978393648,125
0.11477723504526074,0.049190243590826035,0.9920032457483251,0.0,49
0.5,0.5,0.0,0.5,125
0.0,0.5144957554275265,0.0,0.0,45
0.6827584728517785,0.014682977910790934,0.730478151061849,0.0,65
0.0,0.19611613513818404,0.0,0.0,65
0.9901475429766744,0.09901475429766744,0.0,0.0,50
0.0,0.5773502691896258,0.0,0.0,49
0.6761234037828132,0.1690308509457033,0.0,0.1690308509457033,120
0.008218807943424512,0.0027396026478081707,0.9999549664499824,0.0,125
0.5,0.75,0.0,0.25,150
0.22124808397207124,0.013828005248254453,0.9748743700019389,0.006914002624127226,200
0.0,0.2886751345948129,0.0,0.2886751345948129,144
0.42640143271122083,0.21320071635561041,0.0,0.21320071635561041,135
0.22281702292105776,0.002785212786513222,0.9748244752796277,0.0,90
0.0,0.03694844669685832,0.8313400506793122,0.01847422334842916,120
0.9750168689498874,0.057353933467640436,0.1720618004029213,0.057353933467640436,160
0.0,0.5735375119775183,0.8158076678990562,0.0024721444481789583,314
0.9879397842850423,0.018640373288397023,0.1491229863071762,0.0,54
0.0,0.006430436033231379,0.9999328031674795,0.0,50
0.003759106305031615,0.003759106305031615,0.9999222771384095,0.003759106305031615,275
0.8657273396201174,0.026234161806670223,0.49844907432673424,0.0,68
0.06305891751998197,0.005483384132172344,0.9979759120553667,0.005483384132172344,50
0.8528028654224417,0.21320071635561041,0.0,0.21320071635561041,125
0.0955147791450497,0.005027093639213142,0.9953645405642022,0.0,75
0.0,0.009090491722541637,0.99995408947958,0.0,100
0.9819805060619657,0.0545544725589981,0.0,0.0545544725589981,130
0.8340576562282991,0.20851441405707477,0.0,0.20851441405707477,100
0.0079969297683403,0.0079969297683403,0.9996162210425373,0.0079969297683403,270
0.6469966392206304,0.10783277320343841,0.0,0.0,48
0.9012984619568444,0.021982889316020597,0.43233015654840506,0.0,130
0.0,0.30151134457776363,0.0,0.30151134457776363,200
0.008031739897150366,0.004015869948575183,0.9999516171952205,0.0,43
0.0,0.012032483422144582,0.9986961240380002,0.0,60
0.09949477174520804,0.005852633632071062,0.9949477174520804,0.002926316816035531,130
0.9722718241315028,0.08838834764831843,0.0,0.08838834764831843,275
0.166824719491816,0.007582941795082545,0.9857824333607308,0.007582941795082545,79
0.09281378594209987,0.008437616903827262,0.9956387946516168,0.0,48
0.12482992271157728,0.009854993898282417,0.99206938576043,0.003284997966094139,450
0.036992662308349696,0.009248165577087424,0.9988018823254418,0.009248165577087424,639
0.9649012813540153,0.10721125348377948,0.0,0.0,40
0.05623771307241203,0.014059428268103007,0.9982194070353135,0.0,51
0.01778965205075954,0.0035579304101519076,0.999778445252686,0.0,52
0.018572202429318833,0.0061907341431062775,0.9998035641116639,0.0,65
0.0,0.1947443710428394,0.9767179224610099,0.0029960672468129137,188
0.9045340337332909,0.30151134457776363,0.0,0.0,120
0.14726826373840185,0.021038323391200264,0.9888011993864124,0.0,58
0.07053456158585983,0.14106912317171966,0.0,0.0,60
0.9874620280149498,0.09874620280149499,0.09874620280149499,0.0,115
0.0,0.02323069967623409,0.9989200860780658,0.02323069967623409,199
0.6099942813304187,0.15249857033260467,0.0,0.15249857033260467,290
0.005185246355804795,0.31370740452619006,0.9463074599343749,0.0025926231779023973,275
0.011729297481167172,0.002932324370291793,0.9999226102695014,0.0,60
0.002856548290600198,0.019995838034201387,0.9997919017100694,0.0,60
0.1897019804234009,0.006656209839417575,0.9817909513140923,0.0,50
0.944911182523068,0.1889822365046136,0.0,0.0,75
0.6818181818181818,0.045454545454545456,0.7272727272727273,0.045454545454545456,82
0.7319742237782338,0.010166308663586582,0.6811426804603009,0.005083154331793291,150
0.9967606004934132,0.020765845843612775,0.0,0.04153169168722555,99
0.7844645405527362,0.19611613513818404,0.0,0.0,65
0.057807331301608,0.014451832825402,0.997176464952738,0.014451832825402,100
0.9641204716831198,0.015935875565010246,0.262941946822669,0.007967937782505123,72
0.20191607644081935,0.03365267940680323,0.9759277027972936,0.0,50
0.553062630207647,0.0395044735862605,0.8295939453114705,0.0,81
0.8574929257125441,0.34299717028501764,0.0,0.17149858514250882,120
0.0,0.5345224838248488,0.0,0.2672612419124244,95
0.9798637100971994,0.0576390417704235,0.0,0.0576390417704235,119
0.0,0.012800540706259389,0.9984421750882323,0.012800540706259389,220
0.6148857228065251,0.02598108687914895,0.7880929686675181,0.0,122
0.022503983601634425,0.13221090365960225,0.9873622805217104,0.0,55
0.07262441815455645,0.008714930178546774,0.9935020403543322,0.002904976726182258,218
0.0337016166316016,0.0084254041579004,0.9941976906322473,0.0084254041579004,150
0.3277320934457458,0.006426119479328349,0.9446395634612672,0.006426119479328349,212
0.7741998979672797,0.010120260104147447,0.6325162565092155,0.0,69
0.9893694778727629,0.05496497099293127,0.0,0.05496497099293127,150
0.042809118742692685,0.01426970624756423,0.0,0.01426970624756423,70
0.8557495366514556,0.011722596392485693,0.5157942412693706,0.011722596392485693,235
0.03263376665824188,0.03263376665824188,0.19580259994945126,0.03263376665824188,78
0.12260943177452606,0.024521886354905213,0.9808754541962085,0.024521886354905213,150
0.31609060367422526,0.026340883639518774,0.9482718110226759,0.0,89
0.0,0.5,0.0,0.5,200
0.9979982928366232,0.012170710888251501,0.0,0.012170710888251501,175
0.44832879937831227,0.0028020549961144518,0.8938555437605101,0.0,80
0.9868348688357644,0.08971226080325131,0.0,0.0,50
0.18536538316995965,0.006178846105665322,0.9824365308007862,0.006178846105665322,150
0.0,0.4472135954999579,0.0,0.0,75
0.9832857309700379,0.02809387802771537,0.16856326816629222,0.0,100
0.00275470595840761,0.00550941191681522,0.9999582629019623,0.00550941191681522,50
0.07697421795475463,0.003665438950226411,0.9969993944615838,0.0,135
0.009544899419203563,0.10817552675097371,0.989487906457436,0.0,65
0.005581803508613831,0.005581803508613831,0.9991428280418758,0.011163607017227663,50
0.16222142113076254,0.16222142113076254,0.8111071056538127,0.16222142113076254,390
0.9853292781642932,0.09853292781642932,0.0,0.09853292781642932,95
0.0,0.029386354969211666,0.9109770040455617,0.0,52
0.9231440437403876,0.02006834877696495,0.38129862676233406,0.02006834877696495,162
0.2554215732039169,0.005552642895737323,0.9661598638582942,0.0,45
0.0,0.011172312671511071,0.9999219841002409,0.0,79
0.6092717958449424,0.08703882797784893,0.0,0.0,60
0.9865208218207794,0.00601537086476085,0.16241501334854294,0.0,76
0.7512374107178593,0.002682990752563783,0.6600157251306906,0.0,99
0.7745966692414834,0.2581988897471611,0.0,0.0,45
0.04509026085774543,0.0034684816044419564,0.9989227020792835,0.0034684816044419564,144
0.014576616762297557,0.0728830838114878,0.991209939836234,0.0036441541905743893,130
0.4472135954999579,0.4472135954999579,0.0,0.4472135954999579,89
0.9494253265550826,0.11867816581938533,0.0,0.11867816581938533,125
0.4124622309732088,0.03639372626234195,0.9098431565585487,0.024262484174894634,40
0.006325567492115719,0.012651134984231437,0.9804629612779363,0.006325567492115719,120
0.019188238911333408,0.019188238911333408,0.9977884233893372,0.0,160
0.1128090619098005,0.01128090619098005,0.9927197448062445,0.0,85
0.0,0.02853650727676748,0.0,0.02853650727676748,85
0.0,0.5773502691896258,0.0,0.0,80
0.7647734879353395,0.01341707873570771,0.6440197793139701,0.0,65
0.04334192230600429,0.007223653717667381,0.9751932518850965,0.007223653717667381,220
0.031682138033507314,0.011520777466729934,0.9994274452388217,0.0,75
0.8574929257125441,0.34299717028501764,0.0,0.0,65
0.18569533817705186,0.18569533817705186,0.0,0.18569533817705186,350
0.0,0.1198881565564866,0.9724261587359468,0.006660453142027034,499
0.8980265101338746,0.1796053020267749,0.0,0.1796053020267749,142
0.6324555320336759,0.31622776601683794,0.0,0.31622776601683794,116
0.527759396560251,0.0879598994267085,0.8356190445537307,0.0,60
0.6324555320336759,0.6324555320336759,0.0,0.0,85
0.0,0.2886751345948129,0.0,0.2886751345948129,150
0.4082482904638631,0.4082482904638631,0.0,0.0,69
0.0,0.03329635791060134,0.0,0.03329635791060134,70
0.0,0.7071067811865475,0.0,0.0,100
0.013225832729551981,0.10911312001880386,0.9886309965340107,0.0033064581823879953,190
0.8838834764831843,0.17677669529663687,0.0,0.17677669529663687,99
0.05140046620434272,0.003671461871738766,0.9986376291129443,0.0,50
0.1386750490563073,0.1386750490563073,0.0,0.0,100
0.24252301806452167,0.008174933193186124,0.9700920722580867,0.0,84
0.6324555320336759,0.31622776601683794,0.0,0.0,85
0.9383148632568366,0.10425720702853739,0.0,0.10425720702853739,100
0.08097370578235895,0.006228746598642997,0.9965994557828793,0.006228746598642997,150
0.2847473987257497,0.0949157995752499,0.0,0.0949157995752499,80
0.07415120372385722,0.024717067907952407,0.9969217389540804,0.0,50
0.6804138174397717,0.408248290463863,0.5443310539518174,0.0,65
0.8340576562282991,0.20851441405707477,0.0,0.20851441405707477,160
0.9827076298239908,0.07559289460184544,0.0,0.07559289460184544,149
0.1564068005181429,0.002896422231817461,0.9876799810497543,0.0,125
0.006644224938873728,0.003322112469436864,0.9999558533004961,0.003322112469436864,890
0.0,0.003934965169465645,0.9994811530442738,0.003934965169465645,69
0.2336480611511196,0.007537034230681278,0.9722774157578848,0.0,79
0.0,0.25,0.75,0.25,115
0.5547001962252291,0.1386750490563073,0.6933752452815365,0.1386750490563073,180
0.8164965809277261,0.4082482904638631,0.0,0.0,70
0.16550832540013305,0.03940674414288882,0.9851686035722205,0.0,57
0.5222987361398644,0.009163135721752008,0.8521716221229367,0.009163135721752008,199
0.944911182523068,0.1889822365046136,0.0,0.0,75
0.0,0.31622776601683794,0.0,0.0,65
0.0,0.2886751345948129,0.0,0.2886751345948129,250
0.4082482904638631,0.4082482904638631,0.0,0.0,102
0.033084240471819806,0.0030076582247108912,0.9985425306040159,0.0,75
0.01562217788878153,0.003124435577756306,0.9998193848820179,0.003124435577756306,550
0.0027547373146793452,0.0027547373146793452,0.9999696452286023,0.0027547373146793452,500
0.4491032352401004,0.004777693991915961,0.8934287764882848,0.004777693991915961,190
0.013221135940379774,0.013221135940379774,0.9948904795135781,0.0033052839850949436,110
0.0029491853521365257,0.020644297464955677,0.9997738343742821,0.0,100
0.9958616434923835,0.024289308377863014,0.07286792513358904,0.0,52
0.3670524018217549,0.0041710500207017605,0.9301441546164926,0.0041710500207017605,250
0.16703278680552147,0.004073970409890768,0.9859008391935657,0.0,175
0.20895989110634433,0.013394864814509253,0.9778251314591755,0.0026789729629018507,150
0.0,0.19611613513818404,0.0,0.0,99
0.0,0.5345224838248488,0.0,0.2672612419124244,125
0.4082482904638631,0.4082482904638631,0.0,0.0,70
0.0,0.07124704998790965,0.0,0.0,49
0.8838834764831843,0.17677669529663687,0.0,0.17677669529663687,200
0.989743318610787,0.08247860988423225,0.0,0.0,49
0.013696933868151824,0.00547877354726073,0.9998761723750832,0.0,75
0.00268467259377106,0.3248453838462983,0.9423200804136421,0.00268467259377106,239
0.0,0.028467047115478598,0.996346649041751,0.0,55
0.8574929257125441,0.34299717028501764,0.0,0.0,55
0.8028777180918234,0.009021097956087904,0.5953924651018015,0.0,55
0.8090398349558905,0.13483997249264842,0.0,0.13483997249264842,110
0.0,0.022592380790015507,0.9997128499581862,0.005648095197503877,2000
0.8840806032320538,0.030485538042484616,0.45728307063726925,0.0,59
0.18039116526150056,0.005819069847145179,0.9834228041675354,0.005819069847145179,115
0.5163977794943222,0.2581988897471611,0.0,0.2581988897471611,160
0.15118578920369088,0.07559289460184544,0.0,0.0,37
0.9689627902499088,0.07453559924999299,0.0,0.07453559924999299,145
0.30151134457776363,0.9045340337332909,0.0,0.0,80
0.0,0.047298376984040214,0.0,0.047298376984040214,82
0.816496580927726,0.13608276348795434,0.0,0.0,50
0.769800358919501,0.19245008972987526,0.0,0.19245008972987526,200
0.998756328913842,0.018844459036110227,0.0,0.018844459036110227,160
0.5660129652367965,0.01286393102810901,0.8232915857989767,0.01286393102810901,169
0.9943254636043555,0.032075014954979206,0.0,0.032075014954979206,210
0.018981259984112424,0.006327086661370808,0.9996796924965877,0.006327086661370808,525
0.6359987280038161,0.105999788000636,0.6359987280038161,0.0,50
0.9638631946829986,0.08032193289024989,0.0,0.08032193289024989,120
0.12216944435630522,0.9773555548504418,0.0,0.0,84
0.8660254037844387,0.14433756729740646,0.14433756729740646,0.14433756729740646,113
0.914991421995628,0.15249857033260467,0.0,0.15249857033260467,200
0.44194173824159216,0.08838834764831843,0.0,0.08838834764831843,150
0.1270001270001905,0.1270001270001905,0.8890008890013334,0.1270001270001905,350
0.0,0.30151134457776363,0.6030226891555273,0.30151134457776363,800
0.0,0.011171615469558912,0.9998595845255226,0.0,159
0.6324555320336759,0.31622776601683794,0.0,0.31622776601683794,75
0.16222142113076254,0.16222142113076254,0.8111071056538127,0.16222142113076254,140
0.7745966692414834,0.2581988897471611,0.0,0.0,55
0.0,0.005127800583958989,0.887109501024905,0.0,80
0.9874838622020375,0.07053456158585983,0.0,0.0,54
0.976416832356179,0.06509445549041194,0.0,0.06509445549041194,350
0.15851065623706034,0.06340426249482413,0.9827660686697741,0.0,70
0.003193421684540462,0.019160530107242772,0.9995409872611647,0.006386843369080924,25
0.341253131688333,0.0029934485235818685,0.9399428364047067,0.0029934485235818685,155
0.4553593048311042,0.0718988376049112,0.8867523304605713,0.0,115
0.9622504486493763,0.19245008972987526,0.0,0.0,90
0.09545079849261173,0.005454331342434956,0.9954154699943795,0.0,50
0.99975293390605,0.00840128515887437,0.0,0.00840128515887437,220
0.13608276348795434,0.034020690871988585,0.9866000352876689,0.034020690871988585,190
0.36523323745208097,0.009696457631471176,0.9308599326212329,0.0,49
0.9428090415820635,0.23570226039551587,0.0,0.0,57
0.4,0.4,0.0,0.0,49
0.944911182523068,0.0944911182523068,0.0,0.0944911182523068,900
0.01381020519242069,0.002762041038484138,0.9998588559312579,0.002762041038484138,1500
0.5852309374583063,0.011254441104967431,0.810319759557655,0.011254441104967431,150
0.906686018442861,0.05756736625034038,0.4173634053149678,0.0,69
0.917662935482247,0.11470786693528087,0.0,0.11470786693528087,110
0.07153128892876655,0.017882822232191637,0.840492644913007,0.017882822232191637,115
0.0,0.6666666666666666,0.0,0.0,750
0.792593923901217,0.45291081365783825,0.3396831102433787,0.0,95
0.8965818610963231,0.02525582707313586,0.44197697377987755,0.0,80
0.9430419201928972,0.06286946134619315,0.2514778453847726,0.06286946134619315,198
0.06945596780242382,0.0027782387120969527,0.997387697642806,0.0,95
0.949157995752499,0.0949157995752499,0.0,0.0949157995752499,136
0.0,0.5773502691896258,0.0,0.0,180
0.14062375032183405,0.005624950012873362,0.9899912022657118,0.002812475006436681,130
0.9045340337332909,0.15075567228888181,0.30151134457776363,0.15075567228888181,195
0.5773502691896258,0.5773502691896258,0.0,0.0,60
0.014791022231244679,0.0029582044462489357,0.9998731028321403,0.0029582044462489357,185
0.8964214570007952,0.05976143046671968,0.0,0.05976143046671968,80
0.5,0.5,0.0,0.0,80
0.0,0.1889822365046136,0.0,0.1889822365046136,175
0.026435280923589228,0.13805091148985485,0.9898544079166188,0.0,62
0.4231551764620512,0.01923432620282051,0.9040133315325639,0.01923432620282051,250
0.0,0.9773555548504418,0.0,0.12216944435630522,275
0.9978157964455983,0.026967994498529685,0.0,0.026967994498529685,94
0.15171652122725207,0.02528608687120868,0.9861573879771385,0.02528608687120868,136
0.8,0.4,0.0,0.0,95
0.8226734227914981,0.040459348661876955,0.5664308812662774,0.0,69
0.0,0.1414213562373095,0.0,0.0,42
0.6546536707079772,0.2182178902359924,0.0,0.2182178902359924,320
0.9968263963124662,0.03560094272544522,0.0,0.0,62
0.0,0.1543033499620919,0.0,0.1543033499620919,90
0.0,0.5,0.0,0.5,190
0.7071067811865476,0.47140452079103173,0.0,0.0,155
0.9927287787210503,0.014816847443597765,0.11853477954878212,0.0,49
0.5,0.5,0.0,0.0,60
0.9874838622020375,0.07053456158585983,0.0,0.0,60
0.6255432421712244,0.41702882811414954,0.0,0.20851441405707477,120
0.1626565369340184,0.0031280103256542,0.9821952422554188,0.0031280103256542,139
0.4071604322417443,0.014040014904887734,0.9126009688177028,0.014040014904887734,350
0.5875274046548671,0.005153749163639185,0.8091386186913521,0.005153749163639185,290
0.2721655269759087,0.13608276348795434,0.0,0.0,45
0.008778349093495565,0.09070960729945417,0.9919534475649988,0.0029261163644985215,125
0.0,0.02854813347699592,0.0,0.02854813347699592,80
0.6897304947150052,0.09853292781642932,0.3941317112657173,0.09853292781642932,149
0.0,0.03360619486480885,0.9409734562146477,0.022404129909872565,37
0.011192861131710566,0.0037309537105701886,0.9998955944328105,0.0037309537105701886,149
0.9968145539086714,0.012306352517391005,0.07383811510434603,0.0,112
0.0,0.30151134457776363,0.0,0.30151134457776363,175
0.0035561526881160584,0.035561526881160585,0.9992789053606125,0.007112305376232117,40
0.792593923901217,0.11322770341445956,0.11322770341445956,0.11322770341445956,221
0.0,0.0027853964560048566,0.9999573277057434,0.0027853964560048566,300
0.0,0.02220577958421638,0.999260081289737,0.0,75
0.8340576562282991,0.20851441405707477,0.0,0.20851441405707477,195
0.8615864949867531,0.07832604499879574,0.4699562699927744,0.07832604499879574,120
0.0,0.5,0.0,0.5,260
0.3779644730092272,0.3779644730092272,0.0,0.0,150
0.018226729006866924,0.10024700953776808,0.9903189427064362,0.003037788167811154,287
0.37905008548663127,0.035535945514371683,0.9239345833736637,0.011845315171457227,172
0.2182178902359924,0.4364357804719848,0.0,0.0,47
0.9955668446019953,0.018101215356399913,0.0,0.0,89
0.06866229106847609,0.022887430356158697,0.984159505314824,0.022887430356158697,160
0.0,0.08130350006092965,0.9919027007433417,0.0,48
0.008241291752665286,0.0027470972508884285,0.9999433993233879,0.0,205
0.35355339059327373,0.35355339059327373,0.0,0.35355339059327373,300
0.0,0.09901475429766744,0.0,0.09901475429766744,115
0.0027394278885870087,0.0027394278885870087,0.9998911793342582,0.0027394278885870087,700
0.5,0.25,0.0,0.25,130
0.0533419461523972,0.007620278021771028,0.9982564208520047,0.0,42
0.1816845888116699,0.01068732875362764,0.9832342453337429,0.0,80
0.0,0.09901475429766744,0.0,0.09901475429766744,78
0.008694994732247725,0.01738998946449545,0.9651444152794975,0.008694994732247725,100
0.0,0.14002800840280097,0.0,0.0,120
0.9526610232449336,0.10585122480499262,0.26462806201248157,0.0,55
0.15949461210902746,0.0043106651921358775,0.9871423289991158,0.0043106651921358775,225
0.0,0.023094010767585032,0.9930424630061564,0.0,100
0.0031272760437378077,0.7255280421471714,0.6817461775348421,0.0031272760437378077,244
0.403215532257351,0.020855975806414708,0.8968069596758325,0.0,75
0.452250932758835,0.003162593935376468,0.891851489776164,0.003162593935376468,99
0.01691275228729346,0.01691275228729346,0.9978523849503141,0.0,70
0.04242679257106033,0.003856981142823666,0.9989581159913296,0.003856981142823666,200
0.7338067811494752,0.006858007300462385,0.6789427227457762,0.006858007300462385,150
0.8955094682630838,0.07310281373576194,0.43861688241457164,0.0,89
0.03303892626702793,0.0027532438555856607,0.9994275195775949,0.0027532438555856607,225
0.8728715609439696,0.4364357804719848,0.0,0.0,120
0.8320502943378437,0.06933752452815364,0.20801257358446093,0.06933752452815364,150
0.9431191251430152,0.14509525002200233,0.0,0.07254762501100116,105
0.8320502943378437,0.2773500981126146,0.0,0.2773500981126146,250
0.19142835685049747,0.003038545346833293,0.9814501470271537,0.003038545346833293,275
0.0,0.4082482904638631,0.0,0.0,100
0.0,0.5773502691896258,0.0,0.0,100
0.19771828805318648,0.004298223653330141,0.9799949929592722,0.004298223653330141,200
0.9913144821476801,0.03965257928590721,0.0,0.03965257928590721,160
0.9546687410108761,0.079555728417573,0.23866718525271902,0.0,90
0.008408614286965098,0.010510767858706372,0.6411568393810887,0.0021021535717412744,120
0.15103602612661263,0.012586335510551053,0.9880273375782577,0.006293167755275527,200
0.1412894173471843,0.008311142196893195,0.9890259214302902,0.0,45
0.0,0.0036810009914372594,0.99387026768806,0.0,999
0.0,0.01071339752299238,0.9999171021459554,0.0,125
0.30151134457776363,0.30151134457776363,0.0,0.0,60
0.5971405714935247,0.03980937143290165,0.7961874286580329,0.03980937143290165,120
0.0,0.015148038039558517,0.9997705106108622,0.0,41
0.0,0.1329682013362119,0.987763781354717,0.002713636761963508,285
0.002738965452032019,0.019172758164224132,0.9997223899916868,0.005477930904064038,30
0.0,0.5,0.0,0.5,125
0.13844106052924254,0.007691170029402364,0.9844697637635026,0.0,70
0.0,0.010202901301405675,0.9998843275377561,0.0034009671004685584,300
0.24568115803183402,0.043355498476206004,0.968272799301934,0.0,85
0.0,0.086710996952412,0.9538209664765319,0.086710996952412,349
0.008240949711002213,0.008240949711002213,0.9999018982682685,0.0,125
